"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","757","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [3] deposit=0, error=Deposit amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","950","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [2] deposit=-1, error=Deposit amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","419","Пользователь не может меня свое имя в профиле с некорректными данными [3] name=   2  2  ","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","1125","Пользователь не может меня свое имя в профиле с некорректными данными [5] name=ы№№№ о;;;;","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","0","Пользователь не может менять  role вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirRole"
"","683","userCanCreateAccountTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","2139","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [1] sum=10001, error=Transfer amount cannot exceed 10000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","761","Пользователь не может меня свое имя в профиле с некорректными данными [3] name=   2  2  ","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","1257","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [3] deposit=0, error=Deposit amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","128","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","119","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","6234","userCanLoginWithCorrectDataTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","802","Пользователь может создать депозит с суммой не более 5000 за раз и больше 0 [2] deposit=5000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidSum"
"","1272","Пользователь может отслеживать состояние своих учетных записей","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanSeeTrackingOfTheirAccounts"
"","0","adminCanLoginWithCorrectData()","","2026-07-19","skipped","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectData"
"","7560","adminCanCreateUser()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanCreateUser"
"","2975","Пользователь может создать депозит с суммой не более 5000 за раз и больше 0 [1] deposit=4999","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidSum"
"","2775","userCanCreateAccountTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","4614","Пользователь не может делать депозит с невалидной суммой","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности создания Депозита UI","iteration_2.ui.CreateDepositTestUI","userCannotCreateDepositWithNotValidSum"
"","259","adminCanCreateUserWithCorrectData()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","993","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [2] sum=0, error=Transfer amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","1607","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [2] sum=10000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","4886","Пользователь может отслеживать состояние своих учетных записей","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой UI","iteration_2.ui.TransferMoneyTestUI","userCanSeeTrackingOfTheirAccounts"
"","8061","userCanCreateAccountTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateAccountTest","iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","706","Пользователь не может переводить деньги на не существующий счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnNonExistAccount"
"","943","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [1] sum=10001, error=Transfer amount cannot exceed 10000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","960","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [3] deposit=0, error=Deposit amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","2353","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [3] sum=-1, error=Transfer amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","385","Пользователь не может меня свое имя в профиле с некорректными данными [1] name=S ","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","6543","adminCannotCreateUserWithInvalidDataTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1451","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [1] sum=9999","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","0","Пользователь не может менять  password вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirPassword"
"","796","Пользователь не может меня свое имя в профиле с некорректными данными [4] name=","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","1825","Пользователь может меня свое имя в профиле. [2] name=Svetlana s","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanChangeTheirNameWithCorrectData"
"","0","Пользователь не может менять  username вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirUserName"
"","0","adminCanLoginWithCorrectData()","","2026-07-19","skipped","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectData"
"","607","Пользователь не может меня свое имя в профиле с некорректными данными [3] name=   2  2  ","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","310","adminCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","7104","Пользователь не может меня свое имя в профиле с некорректными данными.","","2026-07-19","failed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем UI","iteration_2.ui.ChangeNameOfUserTestUI","userCantChangeTheirNameWithNotCorrectData"
"","668","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [1] deposit=5001, error=Deposit amount cannot exceed 5000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","528","userCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","6368","adminCanCreateUser()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanCreateUser"
"","168","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1485","adminCanCreateUserWithCorrectData()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","7930","adminCannotCreateUserWithInvalidDataTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1059","Пользователь не может переводить деньги на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnAnotherAccount"
"","7144","adminCanCreateUser()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanCreateUser"
"","2054","Пользователь может отслеживать состояние своих учетных записей","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanSeeTrackingOfTheirAccounts"
"","813","Пользователь может меня свое имя в профиле. [2] name=Svetlana s","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanChangeTheirNameWithCorrectData"
"","1182","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [2] sum=10000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","2542","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [2] sum=0, error=Transfer amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","8370","userCanLoginWithCorrectDataTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","295","userCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","128","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","255","adminCanCreateUserWithCorrectData()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","1893","Пользователь не может переводить деньги с чужого счета на свой собственный","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCantTransferMoneyFromSomeOneAccountToHisOne"
"","437","Пользователь не может меня свое имя в профиле с некорректными данными [1] name=S ","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","3029","Пользователь может перевести деньги со своего счета на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanTransferMoneyFromHisAccountToAnother"
"","151","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","512","Пользователь не может меня свое имя в профиле с некорректными данными [2] name=S  !","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","7706","userCanLoginWithCorrectDataTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","188","adminCanCreateUserWithCorrectData()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","4795","Пользователь не может переводить отрицательные суммы","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой UI","iteration_2.ui.TransferMoneyTestUI","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","1300","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [2] deposit=-1, error=Deposit amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","6803","userCanCreateAccountTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateAccountTest","iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","339","userCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","1080","Пользователь может меня свое имя в профиле. [1] name=S s","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanChangeTheirNameWithCorrectData"
"","797","Пользователь может создать депозит с суммой не более 5000 за раз и больше 0 [1] deposit=4999","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidSum"
"","149","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","206","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","597","userCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","2221","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [2] sum=10000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","161","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1235","Пользователь не может меня свое имя в профиле с некорректными данными [1] name=S ","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","2074","Пользователь не может переводить деньги с чужого счета на свой собственный","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCantTransferMoneyFromSomeOneAccountToHisOne"
"","1932","Пользователь может перевести деньги со своего счета на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanTransferMoneyFromHisAccountToAnother"
"","1156","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [3] sum=-1, error=Transfer amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","169","adminCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","1501","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [2] sum=0, error=Transfer amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","0","Пользователь не может менять  username вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirUserName"
"","960","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [1] deposit=5001, error=Deposit amount cannot exceed 5000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","2613","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [1] sum=9999","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","879","Пользователь может создать депозит с суммой не более 5000 за раз и больше 0 [1] deposit=4999","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidSum"
"","1226","Пользователь не может отслеживать статус чужих аккаунтов","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanSeeTrackingOfOtherAccounts"
"","148","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","135","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","552","userCanCreateAccountTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","996","Пользователь не может меня свое имя в профиле с некорректными данными [4] name=","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","679","Пользователь может видеть информацию о своем профиле","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanSeeInfoAboutTheirProfile"
"","1134","Пользователь не может меня свое имя в профиле с некорректными данными [2] name=S  !","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","0","Пользователь не может менять  role вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirRole"
"","555","userCanCreateAccountTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","3827","Пользователь не может переводить деньги с чужого счета на свой собственный","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCantTransferMoneyFromSomeOneAccountToHisOne"
"","3110","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","504","Пользователь не может меня свое имя в профиле с некорректными данными [5] name=ы№№№ о;;;;","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","207","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","756","Пользователь может меня свое имя в профиле. [1] name=S s","","2026-07-19","passed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanChangeTheirNameWithCorrectData"
"","1826","Пользователь не может переводить деньги на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnAnotherAccount"
"","0","Пользователь не может менять  username вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirUserName"
"","7169","adminCannotCreateUserWithInvalidDataTest()","","2026-07-19","failed","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","4981","Пользователь может переводить деньги с одного счета на другой","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой UI","iteration_2.ui.TransferMoneyTestUI","userCanTransferMoneyFromOneAccountToAnother"
"","845","Пользователь не может переводить деньги на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnAnotherAccount"
"","925","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [2] deposit=-1, error=Deposit amount must be at least 0.01","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
