"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16656","Пользователь не может меня свое имя в профиле с некорректными данными.","","Thu Jul 16 10:21:51 MSK 2026","passed","Thu Jul 16 10:22:08 MSK 2026","","Тесты на возможность изменить имя профиля пользователем UI","iteration_2.ui.ChangeNameOfUserTestUI","userCantChangeTheirNameWithNotCorrectData"
"","2440","Пользователь не может переводить отрицательные суммы","","Thu Jul 16 10:22:23 MSK 2026","failed","Thu Jul 16 10:22:25 MSK 2026","","Тесты на проверку возможности перевода денег с одного счета на другой UI","iteration_2.ui.TransferMoneyTestUI","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","2348","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [3] deposit=0, error=Deposit amount must be at least 0.01","","Thu Jul 16 10:21:59 MSK 2026","failed","Thu Jul 16 10:22:01 MSK 2026","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","1829","Пользователь может меня свое имя в профиле. [2] name=Svetlana s","","Thu Jul 16 10:21:59 MSK 2026","passed","Thu Jul 16 10:22:01 MSK 2026","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanChangeTheirNameWithCorrectData"
"","5751","Пользователь может создать депозит с суммой не более 5000 за раз и больше 0 [1] deposit=4999","","Thu Jul 16 10:22:01 MSK 2026","passed","Thu Jul 16 10:22:06 MSK 2026","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidSum"
"","1312","Пользователь не может меня свое имя в профиле с некорректными данными [3] name=   2  2  ","","Thu Jul 16 10:21:58 MSK 2026","passed","Thu Jul 16 10:21:59 MSK 2026","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","2841","Пользователь может создать депозит с суммой не более 5000 за раз и больше 0 [2] deposit=5000","","Thu Jul 16 10:22:04 MSK 2026","passed","Thu Jul 16 10:22:06 MSK 2026","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCanCreateDepositWithValidSum"
"","0","Пользователь не может менять  password вместе с name","","Thu Jul 16 10:21:51 MSK 2026","skipped","Thu Jul 16 10:21:51 MSK 2026","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirPassword"
"","3054","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [3] sum=-1, error=Transfer amount must be at least 0.01","","Thu Jul 16 10:22:09 MSK 2026","failed","Thu Jul 16 10:22:13 MSK 2026","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","3241","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [2] sum=10000","","Thu Jul 16 10:22:06 MSK 2026","passed","Thu Jul 16 10:22:10 MSK 2026","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","1","Пользователь не может менять  role вместе с name","","Thu Jul 16 10:21:51 MSK 2026","skipped","Thu Jul 16 10:21:51 MSK 2026","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirRole"
"","0","Пользователь не может менять  username вместе с name","","Thu Jul 16 10:21:52 MSK 2026","skipped","Thu Jul 16 10:21:52 MSK 2026","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirUserName"
"","2291","Пользователь может меня свое имя в профиле. [1] name=S s","","Thu Jul 16 10:21:56 MSK 2026","passed","Thu Jul 16 10:21:59 MSK 2026","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCanChangeTheirNameWithCorrectData"
"","3465","Пользователь не может переводить деньги на чужой счет","","Thu Jul 16 10:22:02 MSK 2026","passed","Thu Jul 16 10:22:05 MSK 2026","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnAnotherAccount"
"","2181","Пользователь не может делать депозит с невалидной суммой","","Thu Jul 16 10:22:15 MSK 2026","passed","Thu Jul 16 10:22:17 MSK 2026","","Тесты на проверку возможности создания Депозита UI","iteration_2.ui.CreateDepositTestUI","userCannotCreateDepositWithNotValidSum"
"","4582","Пользователь может меня свое имя в профиле.","","Thu Jul 16 10:22:08 MSK 2026","passed","Thu Jul 16 10:22:12 MSK 2026","","Тесты на возможность изменить имя профиля пользователем UI","iteration_2.ui.ChangeNameOfUserTestUI","userCanChangeTheirNameWithCorrectData"
"","2135","Пользователь может отслеживать состояние своих учетных записей","","Thu Jul 16 10:22:20 MSK 2026","passed","Thu Jul 16 10:22:23 MSK 2026","","Тесты на проверку возможности перевода денег с одного счета на другой UI","iteration_2.ui.TransferMoneyTestUI","userCanSeeTrackingOfTheirAccounts"
"","2894","Пользователь может переводить деньги с одного счета на другой","","Thu Jul 16 10:22:18 MSK 2026","passed","Thu Jul 16 10:22:20 MSK 2026","","Тесты на проверку возможности перевода денег с одного счета на другой UI","iteration_2.ui.TransferMoneyTestUI","userCanTransferMoneyFromOneAccountToAnother"
"","2409","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [1] deposit=5001, error=Deposit amount cannot exceed 5000","","Thu Jul 16 10:22:01 MSK 2026","failed","Thu Jul 16 10:22:04 MSK 2026","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","4434","Пользователь может перевести деньги со своего счета на чужой счет","","Thu Jul 16 10:22:02 MSK 2026","passed","Thu Jul 16 10:22:06 MSK 2026","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanTransferMoneyFromHisAccountToAnother"
"","5003","Пользователь не может переводить деньги на не существующий счет","","Thu Jul 16 10:21:51 MSK 2026","passed","Thu Jul 16 10:21:56 MSK 2026","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnNonExistAccount"
